公司名称 公司规模 岗位 公司位置 年薪 经验要求 basic ID
科锐国际 专业服务｜咨询,MCN｜直播平台,上市公司,2000人以上 python开发工程师 南京·草场门 15k-30k 经验1-3年,本科 python开发工程师,南京·草场门 176
科锐国际 工具类产品,IT技术服务｜咨询,专业服务｜咨询,上市公司,2000人以上 python开发工程师 深圳·坂田 15k-30k 经验3-5年,本科 python开发工程师,深圳·坂田 177
科锐国际人力资源 工具类产品,上市公司,2000人以上 python开发工程师 深圳·坂田 23k-40k 经验不限,本科 python开发工程师,深圳·坂田 178
卓伯咨询 专业服务｜咨询,不需要融资,50-150人 python开发 宁波·镇海区 13k-23k 经验不限,本科 python开发,宁波·镇海区 179
某大型互联网上市集团公司 工具类产品,IT技术服务｜咨询,专业服务｜咨询,上市公司,2000人以上 python开发工程师 深圳·华强北 30k-50k 经验5-10年,本科 python开发工程师,深圳·华强北 180
科锐国际 专业服务｜咨询,MCN｜直播平台,上市公司,2000人以上 python开发工程师 西安·雁塔区 15k-30k 经验3-5年,本科 python开发工程师,西安·雁塔区 181
科锐国际 企业服务,未融资,2000人以上 python开发工程师 深圳·福田区 20k-40k 经验3-5年,本科 python开发工程师,深圳·福田区 182
外企德科人力资源服务 专业服务｜咨询,未融资,50-150人 python开发工程师 东莞·东莞市 14k-26k 经验不限,本科 python开发工程师,东莞·东莞市 183
睿资达 专业服务｜咨询,未融资,少于15人 python开发工程师 北京·五道口 20k-30k 经验不限,本科 python开发工程师,北京·五道口 184
先路咨询 企业服务,上市公司,2000人以上 python开发工程师 成都·武侯区 15k-20k 经验3-5年,本科 python开发工程师,成都·武侯区 185
科锐尔人力资源服务 企业服务,未融资,2000人以上 python开发工程师 东莞·松山湖管委会 13k-25k 经验3-5年,本科 python开发工程师,东莞·松山湖管委会 186
外企德科人力资源服务 企业服务,上市公司,2000人以上 python开发工程师 苏州·虎丘区 15k-30k 经验不限,本科 python开发工程师,苏州·虎丘区 187
科锐尔人力资源服务 专业服务｜咨询,未融资,少于15人 python开发工程师 武汉·江夏区 15k-30k 经验1-3年,本科 python开发工程师,武汉·江夏区 188
科锐国际 工具类产品,IT技术服务｜咨询,专业服务｜咨询,上市公司,2000人以上 python开发工程师 深圳·坂田 15k-30k 经验不限,本科 python开发工程师,深圳·坂田 189
科锐国际 工具类产品,IT技术服务｜咨询,专业服务｜咨询,上市公司,2000人以上 python开发工程师 深圳·坂田 13k-26k 经验不限,本科 python开发工程师,深圳·坂田 190
科锐国际 专业服务｜咨询,MCN｜直播平台,上市公司,2000人以上 python开发工程师 西安·雁塔区 20k-40k 经验不限,本科 python开发工程师,西安·雁塔区 191
外企德科人力资源服务 企业服务,未融资,2000人以上 python开发工程师 武汉·江夏区 15k-30k 经验不限,本科 python开发工程师,武汉·江夏区 192
科锐尔人力资源服务 企业服务,上市公司,2000人以上 python开发工程师 深圳·坂田 15k-30k 经验1-3年,本科 python开发工程师,深圳·坂田 193
科锐尔人力资源服务 企业服务,上市公司,2000人以上 python开发工程师 西安·雁塔区 15k-30k 经验1-3年,本科 python开发工程师,西安·雁塔区 194
某知名企业 工具类产品,IT技术服务｜咨询,专业服务｜咨询,上市公司,50-150人 python开发工程师 北京·中关村 40k-60k 经验3-5年,本科 python开发工程师,北京·中关村 195
科之锐人力资源服务 专业服务｜咨询,不需要融资,2000人以上 python开发工程师 深圳·坂田 19k-35k 经验1-3年,本科 python开发工程师,深圳·坂田 196
艾利安人才服务（上海）有限公司 企业服务,未融资,2000人以上 python开发 上海·浦东新区 12k-15k 经验1-3年,本科 python开发,上海·浦东新区 197
外企德科人力资源服务 企业服务,不需要融资,150-500人 python开发工程师 深圳·坂田 18k-36k 经验1-3年,本科 python开发工程师,深圳·坂田 198
锐致咨询 工具类产品,IT技术服务｜咨询,专业服务｜咨询,上市公司,50-150人 python开发 西安·雁塔区 20k-40k 经验1-3年,本科 python开发,西安·雁塔区 199
科锐尔人力资源服务 企业服务,上市公司,2000人以上 python开发工程师 西安·雁塔区 10k-20k 经验不限,大专 python开发工程师,西安·雁塔区 200
外企德科人力资源服务 企业服务,未融资,2000人以上 python开发工程师 成都·郫都区 15k-30k 经验不限,本科 python开发工程师,成都·郫都区 201
外企德科人力资源服务 企业服务,未融资,2000人以上 python开发工程师 武汉·洪山区 15k-30k 经验不限,本科 python开发工程师,武汉·洪山区 202
科之锐人力资源服务 工具类产品,IT技术服务｜咨询,专业服务｜咨询,上市公司,50-150人 python开发工程师 深圳·坂田 15k-30k 经验1-3年,本科 python开发工程师,深圳·坂田 203
科之锐人力资源服务 工具类产品,IT技术服务｜咨询,专业服务｜咨询,上市公司,50-150人 python开发工程师 上海·金桥 20k-30k 经验1-3年,本科 python开发工程师,上海·金桥 204
科锐国际 工具类产品,IT技术服务｜咨询,专业服务｜咨询,上市公司,2000人以上 python开发工程师 西安·雁塔区 16k-32k 经验不限,本科 python开发工程师,西安·雁塔区 205
科锐国际 工具类产品,IT技术服务｜咨询,专业服务｜咨询,上市公司,2000人以上 python开发工程师 西安·雁塔区 20k-40k 经验不限,本科 python开发工程师,西安·雁塔区 206
尚仕杰企业管理顾问 专业服务｜咨询,未融资,少于15人 python开发工程师 苏州·高新区 20k-40k 经验不限,本科 python开发工程师,苏州·高新区 207
某公司 企业服务,上市公司,2000人以上 python开发工程师 北京·西城区 40k-60k 经验不限,本科 python开发工程师,北京·西城区 208
科锐尔人力资源服务 专业服务｜咨询,未融资,50-150人 python开发工程师 西安·高新技术产业开发区 20k-40k 经验3-5年,本科 python开发工程师,西安·高新技术产业开发区 209
某公司 专业服务｜咨询,不需要融资,500-2000人 python 北京·五道口 17k-30k 经验3-5年,本科 python,北京·五道口 210
睿资达 房地产｜建筑｜物业,不需要融资,50-150人 python开发工程师 上海·陆家嘴 25k-40k 经验3-5年,硕士 python开发工程师,上海·陆家嘴 211
外企德科人力资源服务 企业服务,未融资,2000人以上 python开发工程师 武汉·江夏区 13k-26k 经验不限,本科 python开发工程师,武汉·江夏区 212
外企德科人力资源服务 企业服务,未融资,2000人以上 python开发工程师 深圳·坂田 15k-30k 经验1-3年,本科 python开发工程师,深圳·坂田 213
云辉（海南）控股集团有限公司 人工智能服务,智能硬件,未融资,15-50人 Pythonweb应用开发工程师 三亚·崖州区 10k-15k 经验3-5年,本科 Pythonweb应用开发工程师,三亚·崖州区 214
云辉（海南）控股集团有限公司 电商平台,内容社区,不需要融资,150-500人 Pythonweb应用开发工程师 三亚·崖州区 10k-15k 经验3-5年,本科 Pythonweb应用开发工程师,三亚·崖州区 215
深圳市华中航空服务有限公司 科技金融,A轮,50-150人 Python工程师（爬虫方向） 深圳·福田区 6k-10k 经验1-3年,大专 Python工程师（爬虫方向）,深圳·福田区 216
宏大欣电子 电商平台,内容社区,不需要融资,50-150人 工业python 广州·越秀区 9k-13k 经验3-5年,大专 工业python,广州·越秀区 217
ClinBrain 电商平台,内容社区,不需要融资,150-500人 python爬虫工程师 上海·徐汇区 15k-25k 经验5-10年,本科 python爬虫工程师,上海·徐汇区 218
烯牛数据 房地产｜建筑｜物业,不需要融资,150-500人 python爬虫工程师 南京·雨花台区 12k-18k 经验1-3年,本科 python爬虫工程师,南京·雨花台区 219
丰盛信息科技（上海）有限公司 其他,不需要融资,50-150人 Java,Python开发工程师 上海·浦东新区 12k-20k 经验1-3年,本科 Java,Python开发工程师,上海·浦东新区 220
政元软件 能源｜矿产｜环保,不需要融资,15-50人 Python爬虫工程师 深圳·龙华区 10k-20k 经验1-3年,本科 Python爬虫工程师,深圳·龙华区 221
外企德科人力资源服务 企业服务,未融资,2000人以上 python开发工程师 武汉·江夏区 12k-22k 经验1-3年,本科 python开发工程师,武汉·江夏区 222
外企德科人力资源服务 企业服务,未融资,2000人以上 python开发工程师 武汉·江夏区 15k-30k 经验1-3年,本科 python开发工程师,武汉·江夏区 223
云辉（海南）控股集团有限公司 其他,不需要融资,150-500人 Pythonweb应用开发工程师 三亚·崖州区 10k-15k 经验1-3年,本科 Pythonweb应用开发工程师,三亚·崖州区 224
武汉光至科技有限公司 医疗｜保健｜美容,不需要融资,150-500人 Python软件开发工程师 武汉·江夏区 6k-11k 经验1-3年,本科 Python软件开发工程师,武汉·江夏区 225
Medtrum 人工智能服务,A轮,15-50人 Python服务器后端工程师 上海·浦东新区 13k-23k 经验1-3年,本科 Python服务器后端工程师,上海·浦东新区 226
MRS 专业服务｜咨询,不需要融资,500-2000人 SaaS平台软件工程师(Python,Go)(A105183) 上海·静安区 15k-20k 经验3-5年,本科 SaaS平台软件工程师(Python,Go)(A105183),上海·静安区 227
兰台信息 在线医疗,不需要融资,15-50人 Python高级工程师（AI大模型方向） 上海·普陀区 20k-30k 经验5-10年,本科 Python高级工程师（AI大模型方向）,上海·普陀区 228
华医科睿 其他,不需要融资,500-2000人 python后端开发工程师 北京·五道口 15k-25k 经验3-5年,本科 python后端开发工程师,北京·五道口 229
麦士德福 工具类产品,天使轮,15-50人 Python,DjangoWeb开发工程师 深圳·光明区 7k-11k 经验1-3年,大专 Python,DjangoWeb开发工程师,深圳·光明区 230
给语科技 智能硬件,网络通信,未融资,150-500人 Agent模块Python开发 上海·龙华 18k-25k 经验5-10年,本科 Agent模块Python开发,上海·龙华 231
英迈通讯 网络通信,不需要融资,15-50人 python爬虫工程师 深圳·车公庙 15k-20k 经验5-10年,本科 python爬虫工程师,深圳·车公庙 232
上海智机 旅游｜出行,未融资,50-150人 PythonWeb高级开发工程师 上海·嘉定区 11k-18k 经验3-5年,大专 PythonWeb高级开发工程师,上海·嘉定区 233
外企德科人力资源服务 企业服务,未融资,2000人以上 python开发工程师 东莞·大朗镇 10k-20k 经验1-3年,本科 python开发工程师,东莞·大朗镇 234
外企德科人力资源服务 企业服务,未融资,2000人以上 python开发工程师 西安·雁塔区 13k-26k 经验1-3年,本科 python开发工程师,西安·雁塔区 235
HAE 其他,不需要融资,50-150人 Python初级设计师 长沙·芙蓉区 3k-6k 经验不限,大专 Python初级设计师,长沙·芙蓉区 236
亚电科技 软件服务｜咨询,数据服务｜咨询,不需要融资,50-150人 软件,java,python开发工程师 昆明·官渡区 5k-10k 经验不限,大专 软件,java,python开发工程师,昆明·官渡区 237
中盈优创 软件开发,不需要融资,2000人以上 Python后台开发工程师 南京·建邺区 15k-25k 经验3-5年,本科 Python后台开发工程师,南京·建邺区 238
中盈优创 软件开发,不需要融资,2000人以上 Python后台开发工程师 重庆·渝北区 15k-25k 经验3-5年,本科 Python后台开发工程师,重庆·渝北区 239
珠海迈科智能科技股份有限公司 电商平台,内容社区,不需要融资,500-2000人 Python爬虫工程师 珠海·金湾区 13k-18k 经验3-5年,本科 Python爬虫工程师,珠海·金湾区 240
珠海迈科智能科技股份有限公司 其他,不需要融资,150-500人 Python爬虫工程师 珠海·金湾区 13k-18k 经验3-5年,本科 Python爬虫工程师,珠海·金湾区 241
佰钧成技术 专业服务｜咨询,营销服务｜咨询,不需要融资,少于15人 Python自动化测试（高精地图） 苏州·吴中区 8k-11k 经验1-3年,本科 Python自动化测试（高精地图）,苏州·吴中区 242
佰钧成技术 软件服务｜咨询,IT技术服务｜咨询,人工智能服务,天使轮,15-50人 测试开发Python（智驾规控） 苏州·吴中区 8k-11k 经验1-3年,本科 测试开发Python（智驾规控）,苏州·吴中区 243
外企德科人力资源服务 企业服务,未融资,2000人以上 python开发工程师 西安·雁塔区 12k-24k 经验不限,本科 python开发工程师,西安·雁塔区 244
外企德科人力资源服务 企业服务,未融资,2000人以上 python开发工程师 武汉·江夏区 15k-30k 经验不限,本科 python开发工程师,武汉·江夏区 245
珠海迈科智能科技股份有限公司 软件服务｜咨询,未融资,150-500人 Python爬虫工程师 珠海·金湾区 13k-18k 经验3-5年,本科 Python爬虫工程师,珠海·金湾区 246
深圳市新凯来技术有限公司 社交平台,短视频,文化传媒,不需要融资,15-50人 软件开发工程师(C,C++或Python) 深圳·龙岗区 20k-40k 经验不限,本科 软件开发工程师(C,C++或Python),深圳·龙岗区 247
至婧科技 汽车交易平台,新能源汽车制造,不需要融资,500-2000人 python开(远程办公) 深圳·大冲 15k-25k 经验1-3年,本科 python开(远程办公),深圳·大冲 248
